VRG,PUR,VID,TEX,RAN
61493.0237,166055.8072,38673.5759,56772.2799,98042.3536
61861.066,165396.2103,38597.7296,52879.4478,99690.4937
58172.5143,163432.1214,38677.761,67193.9039,99322.6255
61421.0266,166716.2989,38605.6284,64233.2567,99434.8311
58368.3799,163644.167,38657.6712,56968.3296,98734.8317
60424.7107,165652.3752,38601.7009,60016.7071,99450.4539
58420.3354,164824.1011,38673.5811,29536.3714,98246.1831
57208.3009,163827.8876,38581.5741,41538.0386,101454.7418
59856.8128,164508.1726,38649.6783,40514.1301,98786.4737
58276.4925,163980.0626,38601.6674,48046.9846,100186.6906
61840.8698,165952.1395,38709.6702,56452.2972,100154.4954
59460.6729,165143.7437,38609.6402,55636.304,102090.8774
62132.9895,166752.2854,38637.6759,66545.5206,102254.9794
60968.8187,165068.1528,38585.6919,59480.6186,100450.5715
58488.5786,163496.0257,38645.6174,46402.8253,98806.5075
60429.1386,165784.176,38597.5283,47082.9535,98690.2348
59028.5204,164804.0373,38697.5692,48859.2375,100046.7076
56300.2431,162931.733,38601.5579,43714.1357,99366.4526
59272.8151,165180.2424,38669.6297,51055.5461,100658.7104
61180.9873,164860.2417,38581.7241,60004.8024,103415.0755
60880.842,164671.9221,38693.6957,43642.3622,101762.9954
61332.8406,165248.1044,38585.721,37185.4392,100822.8731
61825.0464,165716.0896,38709.6309,32864.7369,100426.6914
61024.8524,165036.0534,38601.7039,35693.2656,100674.6543
60657.3142,165660.2355,38677.6717,68358.0718,101538.7541
59912.6972,165016.1411,38605.5908,70002.2552,99734.7716
61817.0543,165500.4536,38641.6584,63697.3717,101378.7673
58968.6897,163979.9025,38613.5734,68770.3673,101370.6589
61344.9269,165391.8776,38645.8459,36621.4033,100654.8951
58632.641,164300.1678,38593.8112,35080.8572,99786.466
62697.1811,165892.2139,38637.5912,61621.0564,98886.4322
61137.0369,166016.2392,38597.0474,58932.5422,101963.0426
58844.9087,163759.8675,38701.5185,58896.6708,100298.401
60460.7819,164664.1572,38613.5716,56844.4411,99334.6892
60540.7635,165015.9462,38685.5864,56019.9548,100338.6028
56980.3021,163471.8926,38618.3387,54602.781,99134.6381
62157.2934,165620.3281,38661.5004,53803.8618,101798.888
58692.6588,163855.8214,38637.3179,57952.5111,99734.7033
59132.8206,164427.8783,38641.6382,47927.1541,100850.8225
59332.6895,164064.0301,38593.7056,52527.8487,99402.663
58540.6208,164623.9102,38753.5745,58216.458,102426.8117
58856.7506,164407.7451,38677.4332,61668.9757,99786.5964
58256.5407,164259.9269,38697.6243,40494.2725,99906.4642
59204.6724,163819.9584,38617.5498,42214.0467,100106.5043
58604.6263,163948.0461,38693.6134,57340.3814,100710.8958
59040.2935,165048.045,38613.4905,50583.3272,100318.8048
58256.5822,164387.899,38693.603,52211.5512,97974.3308
59116.5892,164359.9414,38685.6993,49651.2926,98950.364
59036.6417,164728.2646,38637.6563,56472.2503,98514.4187
59848.721,163320.0361,38613.7272,47462.879,103175.1724
62601.0732,166896.3214,38677.7165,48938.8602,98758.2993
58444.4603,164264.3211,38593.5796,42334.1545,96401.9826
58684.3174,164007.9889,38641.6931,84032.3119,100914.4282
59000.5426,164164.0671,38597.5966,77015.2746,101579.014
61176.918,165360.06,38689.4995,72662.5213,99918.9123
59052.4637,164295.9641,38629.8782,60020.9908,100722.964
60632.8999,165908.3479,38633.6742,65813.6837,102026.8106
60700.6085,165488.2621,38605.6552,47718.8854,101086.7091
60076.7347,164884.0663,38713.6297,139360.2733,100086.7155
61856.9747,166004.289,38633.7908,130862.734,99737.7184
